src_file,tgt_file,Src_points,Tgt-points,noise_offest,noise_stdv,x_o,y_o,z_o,keypoint_method,Red,Green,Blue,Jetstatus,Stacked_height_threshold,min_scale_SIFT,nr_octaves_SIFT,nr_scales_per_octave_SIFT,min_contrast_SIFT,---,comp_time[s],keypoints_1_inOverlap,keypoints_2_inOverlap,Total_Keypoints_1,Total_Keypoints_2,keypoint_Overlap_cnt,keypoint_Overlaparea_fit_cnt,overlap_rate_1,overlap_rate_2,total_overlap_rate_1,total_overlap_rate_2,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,sbin0,sbin1,sbin2,sbin3,sbin4,sbin5,sbin6,sbin7,sbin8,sbin9,area
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,22.5,0.99,6,9,0.7,___,22,3460,2705,11887,2707,1316,881,0.254624,0.325693,0.110709,0.486147,683,7,6,7,13,13,19,62,215,1680,683,690,696,703,716,729,748,810,1025,2705,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,22.5,0.99,6,9,0.3,___,22,5204,4135,17663,4135,2027,1474,0.283244,0.356469,0.11476,0.490206,1101,2,7,20,24,11,35,81,369,2485,1101,1103,1110,1130,1154,1165,1200,1281,1650,4135,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.25,6,8,0.7,___,46,6099,7683,21871,7683,3078,1497,0.24545,0.194846,0.140734,0.400625,967,12,20,20,16,13,30,45,358,6202,967,979,999,1019,1035,1048,1078,1123,1481,7683,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.25,6,8,0.3,___,46,18209,15152,55352,15154,10110,3289,0.180625,0.217067,0.182649,0.667151,1894,7,12,13,17,10,34,76,919,12170,1894,1901,1913,1926,1943,1953,1987,2063,2982,15152,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.25,6,9,0.7,___,49,5667,7299,21197,7304,3089,1447,0.255338,0.198246,0.145728,0.422919,871,2,3,9,12,7,15,47,369,5964,871,873,876,885,897,904,919,966,1335,7299,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.25,6,9,0.3,___,48,20387,17749,62216,17749,13238,4214,0.2067,0.237422,0.212775,0.745845,2247,3,17,22,6,12,29,91,1135,14187,2247,2250,2267,2289,2295,2307,2336,2427,3562,17749,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.99,6,8,0.7,___,21,2589,2031,8660,2035,784,567,0.219003,0.279173,0.0905312,0.385258,461,1,2,10,12,8,14,41,129,1353,461,462,464,474,486,494,508,549,678,2031,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.99,6,8,0.3,___,21,4430,3451,14118,3454,1514,1154,0.260497,0.334396,0.107239,0.438332,896,7,12,16,23,17,26,89,278,2087,896,903,915,931,954,971,997,1086,1364,3451,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.99,6,9,0.7,___,22,2785,2227,9654,2232,979,672,0.241293,0.301751,0.101409,0.43862,483,1,3,3,8,16,16,45,183,1469,483,484,487,490,498,514,530,575,758,2227,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,27.5,0.99,6,9,0.3,___,22,5195,4097,16445,4099,1961,1484,0.285659,0.362216,0.119246,0.478409,1135,5,13,19,16,15,36,61,365,2432,1135,1140,1153,1172,1188,1203,1239,1300,1665,4097,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,8,0.7,___,45,4977,6039,18546,6039,2299,1020,0.204943,0.168902,0.123962,0.380692,695,11,17,20,16,16,20,30,290,4924,695,706,723,743,759,775,795,825,1115,6039,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,8,0.3,___,45,17175,13915,52288,13916,9776,2946,0.171528,0.211714,0.186965,0.702501,1690,11,23,17,9,16,25,73,880,11171,1690,1701,1724,1741,1750,1766,1791,1864,2744,13915,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,9,0.7,___,48,4554,5543,17518,5543,2098,893,0.196091,0.161104,0.119763,0.378495,587,0,6,10,11,9,24,31,240,4625,587,587,593,603,614,623,647,678,918,5543,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.25,6,9,0.3,___,49,18974,15994,58235,15994,12437,3866,0.203753,0.241716,0.213566,0.777604,2054,12,14,11,12,16,39,92,1012,12732,2054,2066,2080,2091,2103,2119,2158,2250,3262,15994,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.99,6,8,0.7,___,20,2294,1735,8034,1736,660,437,0.190497,0.251873,0.0821509,0.380184,363,3,6,15,13,6,13,43,105,1168,363,366,372,387,400,406,419,462,567,1735,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.99,6,8,0.3,___,21,4169,3240,13474,3242,1359,1016,0.243704,0.31358,0.100861,0.419186,811,10,22,13,12,16,18,56,280,2002,811,821,843,856,868,884,902,958,1238,3240,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.99,6,9,0.7,___,21,2442,1843,8656,1843,802,498,0.203931,0.270212,0.0926525,0.43516,365,3,5,6,11,16,7,50,129,1251,365,368,373,379,390,406,413,463,592,1843,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,30,0.99,6,9,0.3,___,22,4978,3699,15776,3699,1887,1315,0.264162,0.355501,0.119612,0.510138,998,13,20,26,18,17,42,85,321,2159,998,1011,1031,1057,1075,1092,1134,1219,1540,3699,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.25,6,8,0.7,___,46,3095,4037,13308,4041,1275,545,0.17609,0.135001,0.095807,0.315516,385,6,2,17,7,2,15,29,114,3460,385,391,393,410,417,419,434,463,577,4037,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.25,6,8,0.3,___,45,15232,13439,48797,13440,8955,2634,0.172925,0.195997,0.183515,0.666295,1554,7,11,19,10,11,23,57,678,11069,1554,1561,1572,1591,1601,1612,1635,1692,2370,13439,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.25,6,9,0.7,___,49,2767,3255,12139,3255,1101,407,0.147091,0.125038,0.0906994,0.338249,290,2,5,5,4,5,14,19,108,2803,290,292,297,302,306,311,325,344,452,3255,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.25,6,9,0.3,___,48,16340,15108,53273,15115,11033,3257,0.199327,0.215581,0.207103,0.729937,1755,5,9,22,7,9,34,85,761,12421,1755,1760,1769,1791,1798,1807,1841,1926,2687,15108,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.99,6,8,0.7,___,21,1738,1369,6621,1369,517,333,0.1916,0.243243,0.0780849,0.377648,268,3,3,4,5,11,11,20,68,976,268,271,274,278,283,294,305,325,393,1369,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.99,6,8,0.3,___,21,4015,3130,13027,3133,1310,933,0.232379,0.298083,0.10056,0.41813,736,2,16,13,15,20,25,75,290,1938,736,738,754,767,782,802,827,902,1192,3130,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.99,6,9,0.7,___,23,1857,1406,7141,1407,604,323,0.173936,0.22973,0.084582,0.429282,239,2,2,7,0,9,2,20,82,1043,239,241,243,250,250,259,261,281,363,1406,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,35,0.99,6,9,0.3,___,22,4735,3657,15205,3659,1822,1327,0.280253,0.362866,0.119829,0.49795,998,7,14,15,28,10,38,68,308,2171,998,1005,1019,1034,1062,1072,1110,1178,1486,3657,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.25,6,8,0.7,___,47,1958,2440,8875,2444,644,243,0.124106,0.0995902,0.0725634,0.263502,202,1,0,6,5,4,6,10,40,2166,202,203,203,209,214,218,224,234,274,2440,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.25,6,8,0.3,___,47,12639,12038,41375,12039,7427,2399,0.189809,0.199286,0.179505,0.616912,1412,4,11,15,7,5,23,58,598,9905,1412,1416,1427,1442,1449,1454,1477,1535,2133,12038,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.25,6,9,0.7,___,51,1823,2012,8232,2013,535,167,0.0916072,0.083002,0.0649903,0.265772,144,1,3,3,8,0,9,9,41,1794,144,145,148,151,159,159,168,177,218,2012,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.25,6,9,0.3,___,51,13204,13270,44363,13274,8557,2672,0.202363,0.201356,0.192886,0.644644,1483,5,13,8,12,10,20,70,644,11005,1483,1488,1501,1509,1521,1531,1551,1621,2265,13270,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.99,6,8,0.7,___,20,1319,1053,5138,1055,324,163,0.123578,0.154796,0.0630596,0.307109,135,1,3,4,2,2,3,16,29,858,135,136,139,143,145,147,150,166,195,1053,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.99,6,8,0.3,___,20,3636,2938,11636,2940,1401,1002,0.275578,0.341048,0.120402,0.476531,776,3,7,10,14,9,31,68,233,1787,776,779,786,796,810,819,850,918,1151,2938,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.99,6,9,0.7,___,22,1398,1050,5463,1053,391,167,0.119456,0.159048,0.0715724,0.37132,130,0,1,1,0,1,5,11,29,872,130,130,131,132,132,133,138,149,178,1050,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,40,0.99,6,9,0.3,___,22,4206,3326,13545,3326,1607,1212,0.28816,0.364402,0.118642,0.483163,881,10,15,16,18,18,21,92,289,1966,881,891,906,922,940,958,979,1071,1360,3326,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.25,6,8,0.7,___,46,1114,1117,5034,1117,281,92,0.0825853,0.0823635,0.0558204,0.251567,63,0,0,3,1,3,6,3,17,1021,63,63,63,66,67,70,76,79,96,1117,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.25,6,8,0.3,___,47,9533,9816,31567,9819,5607,1805,0.189342,0.183883,0.177622,0.571036,1091,8,12,15,11,12,13,59,537,8058,1091,1099,1111,1126,1137,1149,1162,1221,1758,9816,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.25,6,9,0.7,___,48,1075,1037,4732,1041,263,56,0.052093,0.0540019,0.055579,0.252642,39,0,0,3,0,0,0,8,20,967,39,39,39,42,42,42,42,50,70,1037,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.25,6,9,0.3,___,48,9356,10567,32179,10569,6408,2373,0.253634,0.224567,0.199136,0.606301,1368,20,22,28,26,20,24,84,631,8344,1368,1388,1410,1438,1464,1484,1508,1592,2223,10567,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.99,6,8,0.7,___,22,881,725,3577,727,169,39,0.0442679,0.0537931,0.0472463,0.232462,39,0,0,1,0,0,1,10,18,656,39,39,39,40,40,40,41,51,69,725,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.99,6,8,0.3,___,23,3044,2463,9876,2466,980,681,0.223719,0.276492,0.0992305,0.397405,549,2,9,14,10,10,11,44,186,1628,549,551,560,574,584,594,605,649,835,2463,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.99,6,9,0.7,___,22,988,789,3801,790,194,50,0.0506073,0.0633714,0.0510392,0.24557,43,0,0,1,0,0,1,11,18,715,43,43,43,44,44,44,45,56,74,789,50706.1
../../data/cloud_nocoor.pcd,../../data/cloud_overlap__big_2.pcd,287446,56880,0,0.1,0,0,0,SWIFT,0,0,0,2,50,0.99,6,9,0.3,___,22,3412,2678,11186,2682,1262,905,0.26524,0.337939,0.11282,0.470544,678,5,3,7,16,13,19,54,234,1649,678,683,686,693,709,722,741,795,1029,2678,50706.1
